Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51395035,,,,,,64.6629715,,,,,,,,,,76.57051849,,,,,
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,92.80976868,,,,,,,,,,96.49497223,,,,,,,,,,,,,97.16512299,97.75068665,97.75213623,97.93884277,97.6306076,97.67926788,97.74890137,97.78375244,97.89453888,98.07913208,98.09371948,98.14325714,98.25051117,,98.43650055,,98.59445953,,,
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72644043,,,,,,,,,,,99.76719666,,,,,,,,,,,99.88578796,,,,,,,,,,99.87000275,,
Ethiopia,ETH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.01135063,,,,,,,,,,35.90000153,29.8203392,,38.99597931,,,,,,,,,,51.7711792,,,,,,
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,57.98574066,58.51531982,59.02735901,59.42491913,59.93983841,60.4063797,60.50907135,60.70438004,61.36167145,61.74964142,62.08238983,62.62300873,63.24134064,63.69145966,61.75202942,62.54024124,63.00466919,62.81544876,64.24478149,63.72245026,64.91401672,62.29584122,62.33013153,61.87673187,62.16030884,62.11343002,63.70351028,63.07292175,64.91387177,63.89595032,65.76959991,66.55715179,64.94509888,65.62600708,65.47673798,65.60453796,65.55536652,
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2336731,,,,,,,,,,,,,,,,,,,82.28379822,,,,,,,,,,85.69000244,
United Kingdom,GBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.65235138,,,,,,,,,,,,99.58618927,,,99.36425781,,,,,99.57498932,
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89746857,,,,,,,,,,71.49707031,,,,,,,,,,80.37999725,,,
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55374908,,,,,,,29.70401955,,,,,,,25.30773926,,,,32.0038414,,,,39.6176796,,,45.33000183,,
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81772995,,,,,,,,,,,,,41.95005035,,50.77796936,,,,,,,58.66999817,
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,19.95825005,,,,,,,,,,,,,,,,,,,,,41.35776901,,,,,,,,,,,,,,45.5811615,,,,,,,,53.90000153,
Equatorial Guinea,GNQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3082962,,,,,,,,,,94.3705368,,,,,,,,,,,,,
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,90.51232147,,,,,,,,,,92.61045074,,,,,,,,,,95.99436188,,,,,,,,93.90511322,,,,,,,,,,,,,,
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,97.79447174,,,,,,,,,,98.40000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2116394,,,,,,,,69.10173035,,,,,,,,,,78.26486206,77.0386734,81.2858963,,,,80.81067657,,,,84.26999664,
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,96.42064667,,,,,,,,,,99.36914825,,,,,,,,,,99.55999756,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99401093,,,,,85.63973236,,,,,,,,90.02999878,
High income,HIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0110321,,,,,,83.58898926,,,84.75536346,85.12329865,85.35555267,85.4644165,87.19753265,87.90682983,88.98748016,,87.20523834,88.50743103,,,,
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52944183,44.14019012,44.51099014,45.1465683,45.72388077,46.06182098,46.38306046,46.75841141,47.34815979,47.36819077,47.83016968,48.57666016,49.08264923,49.91112137,50.49876022,51.86756134,52.37380981,52.95256042,54.37559891,53.61996078,52.07809067,53.55432129,53.89402008,54.03974915,54.88135147,56.94076157,58.23162842,59.26762009,60.12533188,60.60031891,61.43769836,62.5403595,63.87129974,64.20760345,64.4329071,64.94760132,65.21852112,
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.70155334,,,,,,,,,,98.14668274,,,,,,,,,,,,,,,,,,,,99.44999695,,
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,34.73469162,,,,,,,,,,,,,,,,,,,,,58.7439003,,,48.68502045,,,,,,,,,,61.69134903,,,,,,,
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,98.85829163,,,,,,,,,,99.09999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09999847,,
IBRD only,IBD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,61.72467041,61.90140915,62.2448616,63.09381866,63.98891068,64.55648804,65.509758,66.24497223,67.1964798,68.07701111,68.86338806,69.5947113,70.46546173,72.76802063,73.41287994,73.70613861,74.54901886,75.14839172,75.6398468,76.13308716,76.66973877,77.17681122,80.0826416,81.67324829,82.04351807,82.435112,82.78579712,83.19442749,83.84065247,84.19743347,84.20220947,84.24806976,85.3633194,85.73014069,86.11312866,86.7403183,87.03186035,87.52567291,87.54840851,88.22576904,88.2912674,88.67746735,88.87299347,88.86550903,88.92180634,89.25656891,89.44875336,89.7009964,
IDA & IBRD total,IBT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,58.61904144,58.77872849,59.10680008,59.85342026,60.64067841,61.15826035,61.97893143,62.65554047,63.4993515,64.29026794,65.00496674,65.67150116,66.48439789,68.53090668,69.16275787,69.50884247,70.27472687,70.89208984,71.42093658,71.93058014,72.44700623,72.94412231,75.43274689,76.93872833,77.34941101,77.51998138,77.93196869,78.36950684,78.97937775,79.44197083,79.34858704,79.45588684,80.01834869,80.39851379,80.73847961,81.53160095,81.74060059,82.26917267,82.39597321,83.04853058,83.24572754,83.80438995,84.07853699,84.14116669,84.30989075,84.57224274,84.75753021,84.9614563,
IDA total,IDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,44.74169159,44.92174149,45.31528854,45.63879013,45.99681854,46.36524963,46.71875,47.25220108,48.06177139,48.63077164,49.23200989,49.74097824,50.60216141,51.48328018,52.27946854,52.89447021,53.53429031,54.28516006,55.57368088,56.3768692,55.77058029,56.65943909,57.41339111,58.04425812,59.1410408,58.80606842,59.35240173,57.84220886,58.52267075,58.9231987,60.64820099,60.7924881,61.72723007,62.48302841,63.24087143,64.15737915,65.57830811,66.39292908,66.96530914,67.80330658,68.07631683,68.51959229,68.83825684,
IDA blend,IDB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,46.71942902,46.71868134,47.36418915,47.67739868,47.98651886,48.29788971,48.61978149,49.27563095,49.9412117,50.48215103,51.16996002,52.16852188,53.73361969,55.58478165,56.35837936,57.15687943,58.02088928,58.86206818,59.76522064,60.50183105,57.48600006,58.40771103,59.07960129,59.85985947,60.98944855,60.30495834,66.23282623,59.44091034,60.82997131,61.63373947,62.10239029,62.15972137,63.58164978,63.44538879,64.3482666,64.95173645,65.66932678,66.43448639,65.97808838,66.42682648,66.80734253,67.16977692,67.53321838,
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,67.31266785,,,,,,,,,,81.51985168,,,,,,,,,,,,,,90.38478851,,91.98226929,,92.19229889,92.58170319,,92.81191254,,,95.11621857,95.21793365,95.37696838,,95.65856171,,95.99900818,,,
IDA only,IDX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,44.0439415,44.31441116,44.64294815,45.02487183,45.42116165,45.79011154,46.26377106,47.14368057,47.72639084,48.28533173,48.54956055,49.06100082,49.47932816,50.28557968,50.81270981,51.33599854,52.03290176,53.5026207,54.33293152,54.91807938,55.78398895,56.57590103,57.13404846,58.21461868,58.05445862,55.90459061,57.04111099,57.36537933,57.56100082,59.9163208,60.10403061,60.7947998,62.00022888,62.68635941,63.760849,65.53308868,66.37242126,67.45079041,68.47727966,68.6951828,69.17594147,69.47164917,
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,40.76359177,,,,,,,,,,48.22206879,,,,,,,,,,61.0145607,,,,,62.75447083,,,,,69.3025589,,,,,,,,,,,76.32277679,
Not classified,INX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,36.51839828,,,,,,,,,,52.31975937,,,,,65.53140259,,,,,73.06024933,,,,,,77,,,82.44120026,82.33132172,,82.96230316,,,,83.62599182,84.62680054,84.70523834,,85.54425049,,,,,,88.95999908,
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.05220032,,,,,,,,,,,,77.19999695,,82.19999695,,83.30000305,85.59999847,,,,,,
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,91.75141144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,96.46054077,,,,,,,,,,,,,,,,,,,,98.41661835,,,,,,,,,,98.84828186,,,,,,,,99.34909821,,,,
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92012024,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,66.79680634,,,,,,,,,,,,,,,,,,,,,,,,89.89231873,,91.13075256,,92.19957733,,,92.55104065,95.90444946,97.89031982,,,,,,,,,98.41999817,,
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5293808,,,,,,,,,,99.51265717,,,,,,,,,,99.73240662,99.78163147,,,,,,,,,,99.80000305,,,
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2290802,,,,,,,72.1570282,,,,,,,78.73303986,,,,,,,,82.87999725,
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70160675,,,,,,,,,,99.24343109,,,,,,,,,,99.59999847,,,,
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3350296,,,,,,73.6099472,,,,76.87129211,76.13796234,,,,,78.05509186,80.52648926,,,,,,,83.77999878,
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.96594238,,,,,,,,,,98.80000305,,,,,
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,59.56438828,,,,,67.51766205,,,,,74.49086761,,,,,,,,,,78.39550018,,,,,,,,,,93.27445984,93.28211975,93.6641922,93.89830017,,94.4690094,,95.51316833,95.58582306,,95.68544769,,96.03594971,96.05647278,,96.45754242,,,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,77.7884903,77.80844879,78.19082642,78.60355377,79.04564667,79.44309235,79.75759888,80.18858337,80.58322906,80.98571777,81.3649826,81.73174286,82.0908432,82.40023804,82.84265137,83.27297211,83.59468842,84.24974823,84.87783051,85.52954865,86.15093994,86.78253937,87.11849213,87.45191956,87.80683136,88.13613129,88.4030304,88.59390259,88.74488068,89.61829376,89.5352478,90.05692291,89.91970825,90.51132202,90.78736877,91.09883881,91.09777832,91.78595734,92.03304291,92.10153198,92.51148224,92.6756897,93.16713715,93.25913239,93.39646149,93.89241791,93.91342926,94.1902771,94.34609222,
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25133133,,,,,69.58312225,68.73439026,,,,72.70226288,,,,,,58.28794098,,,,84.66104126,,,,,,,87.51999664,
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61244202,,91.18418884,,,,,,,,,87.27333069,,,,,
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,32.10676956,,,,,,,,,,,,,,,,,,,,,,,42.94107819,,,,,,,,,,48.30136108,,,,,,
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,60.16439056,,,,,,,,,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,78.71794891,78.73679352,79.08727264,79.48947906,79.92698669,80.32272339,80.6362915,81.0647583,81.44641876,81.84255981,82.21440125,82.57330322,82.92527771,83.21761322,83.70771027,84.14951324,84.46312714,85.06565857,85.64559937,86.24845123,86.82306671,87.40621948,87.72444916,88.04447174,88.39904022,88.70349121,88.95600128,89.14797211,89.29534149,90.0865097,90.02800751,90.51113892,90.46457672,91.07581329,91.32739258,91.59747314,91.58734894,92.15574646,92.39837646,92.44463348,92.88938904,93.05001068,93.52841949,93.59472656,93.72666931,94.17398071,94.19924927,94.45465088,94.60012054,
Least developed countries: UN classification,LDC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,40.69485855,40.97891998,41.31090164,41.68824005,42.0791893,42.43840027,42.91600037,43.81649017,44.42676926,44.99671173,45.25144958,45.77349854,46.2151413,47.09207153,47.85871124,48.38576889,49.10992813,50.71712875,51.60596848,52.00701141,52.86777878,53.58768082,54.27254868,55.45003128,55.23220825,52.76303864,53.82540894,54.08395004,54.65924835,57.18325043,57.32062149,58.12456131,59.48825836,60.27825928,61.52569962,63.52428818,64.46736145,64.68551636,65.81971741,66.04328156,66.61650085,66.96414948,
